block,layer,shape (OxI),act_in_dtype,act_in_bits,act_in_bytes/token,weight_dtype,weight_bits,block_size,scale_dtype,scale_bits,weight_bytes,scale_bytes,svd_bytes,smooth_bytes,total_weight_bytes,act_out_dtype,act_out_bits,act_out_bytes/token,matmul_formula,matmul_factor,matmul_flops/token,scale_dequant_flops/token,svd_flops/token,smooth_flops/token,act_quant_flops/token,total_flops/token,matmul_flops/image,scale_dequant_flops/image,svd_flops/image,smooth_flops/image,act_quant_flops/image,total_flops/image,eff_bits/weight
8,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
8,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
8,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
9,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
9,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
9,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
10,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
10,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
10,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
11,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
11,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
11,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
12,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
12,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
12,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
13,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
13,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
13,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
14,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
14,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
14,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
15,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
15,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
15,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
16,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
16,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
16,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
17,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn1.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn1.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn1.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn2.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
17,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
17,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
18,attn1.to_q,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
